lat,lon,localizacao,classe,confianca,justificativa,n_imagens,data_inicio,data_fim,plataformas,thumbnail_url,fonte_imagem,stac_browser_url,stac_id_repr,thumbnail_carregada,tags_osm
41.3,2.2,España,Área Portuária,Alta,"As tags OSM confirmam explicitamente a presença de infraestrutura portuária (harbour=yes, landuse=harbour, industrial=port). A localização nas coordenadas da região mediterrânea espanhola é consistente com um porto costeiro, e o padrão de monitoramento SAR com múltiplas plataformas e resolução de 0.428m indica interesse em infraestrutura crítica como portos.",20,2020-12-31,2022-06-01,"capella-2, capella-3, capella-5, capella-7, capella-8","Esri Satellite tile (41.30,2.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2020/capella-open-data-2020-12/capella-open-data-2020-12-31/CAPELLA_C02_SP_GEO_HH_20201231031006_20201231031030/CAPELLA_C02_SP_GEO_HH_20201231031006_20201231031030.json,CAPELLA_C02_SP_GEO_HH_20201231031006_20201231031030,True,"Área Portuária: harbour=yes,landuse=harbour,industrial=port; Agricultura / Desmatamento: landuse=farmland,landuse=farmyard"
42.2,-83.5,"Van Buren Charter Township, Michigan, United States",Agricultura / Desmatamento,Alta,"As tags OSM confirmam presença de landuse=farmland e farmyard na região. A imagem satelital mostra claramente um mosaico de campos agrícolas com padrões geométricos regulares e diferentes tons de verde indicando cultivos variados. A localização em Michigan, região de forte atividade agrícola, corrobora com o monitoramento SAR de média frequência típico para acompanhamento de safras.",20,2021-08-15,2023-08-20,"capella-2, capella-6","Esri Satellite tile (42.20,-83.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-03/capella-open-data-2022-03-24/CAPELLA_C06_SP_GEO_VV_20220324132714_20220324132738/CAPELLA_C06_SP_GEO_VV_20220324132714_20220324132738.json,CAPELLA_C06_SP_GEO_VV_20220324132714_20220324132738,True,"Agricultura / Desmatamento: landuse=farmland,landuse=farmyard"
-20.4,118.6,"Western Australia, Australia",Zona Urbana,Alta,"A imagem revela claramente duas áreas urbanas distintas com malha viária organizada e desenvolvimento residencial/comercial típico. A localização em South Hedland, Western Australia, confirma tratar-se de uma cidade de mineração na região do Pilbara. O monitoramento SAR em alta resolução (0.394m) a cada 7.8 dias sugere acompanhamento do crescimento urbano em região de interesse econômico.",10,2021-07-08,2021-09-17,capella-3,"Esri Satellite tile (-20.40,118.60)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2021/capella-open-data-2021-07/capella-open-data-2021-07-16/CAPELLA_C03_SP_GEO_HH_20210716133809_20210716133832/CAPELLA_C03_SP_GEO_HH_20210716133809_20210716133832.json,CAPELLA_C03_SP_GEO_HH_20210716133809_20210716133832,True,
43.1,-77.5,"Town of Pittsford, New York, United States",Zona Urbana,Alta,"A imagem mostra claramente uma área residencial suburbana com malha urbana organizada, ruas em padrão geométrico e desenvolvimento habitacional denso. Embora esteja próximo a uma cidade portuária, a localização específica em Oak Manor, Pittsford é classificada como landuse residencial no OSM. O monitoramento intensivo SAR com alta resolução sugere interesse em desenvolvimento urbano ou mudanças na infraestrutura local.",10,2025-08-20,2025-09-12,capella-13,"Esri Satellite tile (43.10,-77.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-20/CAPELLA_C13_SP_GEO_VV_20250820043924_20250820044008/CAPELLA_C13_SP_GEO_VV_20250820043924_20250820044008.json,CAPELLA_C13_SP_GEO_VV_20250820043924_20250820044008,True,
-33.9,151.2,"Sydney, New South Wales, Australia",Zona Urbana,Alta,"A imagem revela uma densa malha urbana com padrão típico de cidade consolidada, incluindo rede viária estruturada, blocos residenciais organizados e áreas verdes urbanas distribuídas. Embora Sydney seja uma cidade portuária conhecida, esta região específica de Alexandria mostra características predominantemente urbanas residenciais e comerciais, sem infraestrutura portuária visível na área imageada.",8,2024-11-13,2024-11-22,capella-13,"Esri Satellite tile (-33.90,151.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-13/CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642/CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642.json,CAPELLA_C13_SP_GEO_HH_20241113132634_20241113132642,True,
-27.5,153.0,"Brisbane, Queensland, Australia",Zona Urbana,Alta,"A imagem mostra claramente uma área urbana densa com malha viária organizada e o característico meandro do Rio Brisbane atravessando a cidade. Apesar das tags OSM indicarem presença de porto e outras atividades, a imagem revela predominantemente desenvolvimento urbano consolidado. O monitoramento SAR intensivo (1.1 dias) com alta resolução (0.275m) sugere acompanhamento de dinâmicas urbanas em Brisbane, Queensland.",8,2025-07-30,2025-08-08,capella-13,"Esri Satellite tile (-27.50,153.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-30/CAPELLA_C13_SP_GEO_HH_20250730075534_20250730075603/CAPELLA_C13_SP_GEO_HH_20250730075534_20250730075603.json,CAPELLA_C13_SP_GEO_HH_20250730075534_20250730075603,True,"Área Portuária: landuse=harbour; Área de Mineração: industrial=mine,landuse=quarry; Base Militar: military=training_area,military=checkpoint,military=base,landuse=military; Agricultura / Desmatamento: landuse=orchard,landuse=farmland,landuse=farmyard"
-23.5,148.8,"Queensland, Australia",Área de Mineração,Alta,"As tags OSM identificam explicitamente 'landuse=quarry' na região, confirmando atividade de mineração. A imagem satelital mostra características típicas de operações de mineração com áreas de escavação, padrões de estradas de acesso e terreno modificado. O monitoramento SAR de alta resolução (0.295m) com frequência regular é consistente com acompanhamento de operações minerárias ativas.",8,2025-03-19,2025-05-03,capella-13,"Esri Satellite tile (-23.50,148.80)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-03/capella-open-data-2025-03-19/CAPELLA_C13_SP_GEO_HH_20250319173551_20250319173630/CAPELLA_C13_SP_GEO_HH_20250319173551_20250319173630.json,CAPELLA_C13_SP_GEO_HH_20250319173551_20250319173630,True,Área de Mineração: landuse=quarry
-14.5,132.4,"Tindal, Australia",Base Militar,Alta,"A imagem revela claramente uma pista de pouso militar com hangares e instalações de apoio organizadas em layout típico de base aérea. A localização em Tindal, Northern Territory, corresponde à conhecida RAAF Base Tindal (Real Força Aérea Australiana). O monitoramento SAR em alta resolução (0.35m) com múltiplas plataformas confirma o interesse estratégico na instalação militar.",8,2023-05-07,2023-11-24,"capella-10, capella-9","Esri Satellite tile (-14.50,132.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-05/capella-open-data-2023-05-07/CAPELLA_C10_SP_GEO_HH_20230507162051_20230507162119/CAPELLA_C10_SP_GEO_HH_20230507162051_20230507162119.json,CAPELLA_C10_SP_GEO_HH_20230507162051_20230507162119,True,
35.3,-75.5,"North Carolina, United States",Costa / Oceano,Alta,"A imagem mostra claramente uma faixa costeira estreita com interface natural entre água e terra, sem infraestrutura portuária visível. As coordenadas indicam localização em Dare County, Carolina do Norte, região conhecida pelos Outer Banks. O padrão de monitoramento SAR com alta resolução (0.35m) sugere monitoramento de erosão costeira ou mudanças morfológicas naturais.",8,2024-05-09,2024-08-17,"capella-10, capella-14, capella-9","Esri Satellite tile (35.30,-75.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-05/capella-open-data-2024-05-09/CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132/CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132.json,CAPELLA_C10_SP_GEO_HH_20240509150102_20240509150132,True,
38.3,-77.0,"Maryland, United States",Costa / Oceano,Alta,"A imagem mostra claramente uma interface água/terra em região costeira de Maryland, com água esverdeada típica de baía ou estuário e desenvolvimento urbano disperso ao longo da costa. Não há estruturas portuárias organizadas como cais ou guindastes visíveis, caracterizando uma área costeira natural com ocupação residencial.",8,2022-10-11,2023-02-24,"capella-3, capella-5, capella-8","Esri Satellite tile (38.30,-77.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2022/capella-open-data-2022-10/capella-open-data-2022-10-11/CAPELLA_C03_SP_GEO_VV_20221011145414_20221011145436/CAPELLA_C03_SP_GEO_VV_20221011145414_20221011145436.json,CAPELLA_C03_SP_GEO_VV_20221011145414_20221011145436,True,
-25.3,131.0,Australia,Outro / Indeterminado,Média,"A imagem mostra uma área árida e remota no interior da Austrália (Petermann, Northern Territory) com terreno desértico avermelhado e algumas linhas sinuosas que podem ser leitos de rios sazonais ou estradas de terra. O monitoramento SAR intensivo (6 imagens em 5 dias) em alta resolução sugere interesse específico, mas não há estruturas claramente identificáveis que se enquadrem nas categorias principais disponíveis.",6,2025-07-28,2025-08-03,capella-13,"Esri Satellite tile (-25.30,131.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-07/capella-open-data-2025-07-28/CAPELLA_C13_SP_GEO_HH_20250728104759_20250728104833/CAPELLA_C13_SP_GEO_HH_20250728104759_20250728104833.json,CAPELLA_C13_SP_GEO_HH_20250728104759_20250728104833,True,
19.4,-155.2,"Volcano, Hawaii, United States",Agricultura / Desmatamento,Alta,"As tags OSM confirmam landuse=farmland na região, indicando atividade agrícola. A localização no Havaí em zona tropical oferece condições favoráveis para agricultura. A imagem de satélite mostra áreas verdes extensas com padrões que sugerem uso agrícola da terra, consistente com o endereço em Mauna Loa Estates, uma área rural conhecida por atividades agrícolas.",6,2024-08-06,2024-10-10,"capella-10, capella-13","Esri Satellite tile (19.40,-155.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-08/capella-open-data-2024-08-06/CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159/CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159.json,CAPELLA_C10_SP_GEO_HH_20240806084128_20240806084159,True,Agricultura / Desmatamento: landuse=farmland
19.4,-155.1,"Hawaii, United States",Vulcão / Atividade Geológica,Alta,"A imagem revela claramente fluxos de lava escura contrastando com vegetação verde, padrão característico de atividade vulcânica recente. As coordenadas (19.4000, -155.1000) situam a área no Havaí, região conhecida por vulcões ativos, e o monitoramento SAR intensivo (1 imagem/dia) com alta resolução (0.29m) é consistente com acompanhamento de atividade geológica dinâmica.",6,2025-02-05,2025-02-11,capella-13,"Esri Satellite tile (19.40,-155.10)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-02/capella-open-data-2025-02-05/CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426/CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426.json,CAPELLA_C13_SP_GEO_HH_20250205170351_20250205170426,True,
36.9,-6.0,"Lebrija, Andalucía, España",Agricultura / Desmatamento,Alta,"As tags OSM confirmam presença de landuse=farmyard e a imagem satelital mostra claramente um padrão de campos agrícolas com diferentes tons de verde e marrom, indicando cultivos em diferentes estágios. O monitoramento SAR intensivo (a cada 2 dias) com alta resolução é consistente com acompanhamento de safras ou mudanças na cobertura vegetal agrícola na região de Andalucía, Espanha.",6,2023-01-02,2023-01-12,capella-8,"Esri Satellite tile (36.90,-6.00)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-01/capella-open-data-2023-01-02/CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743/CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743.json,CAPELLA_C08_SP_GEO_HH_20230102102719_20230102102743,True,"Área de Mineração: landuse=quarry; Base Militar: military=barracks,landuse=military; Agricultura / Desmatamento: landuse=farmyard"
37.8,-122.5,"San Francisco, California, United States",Costa / Oceano,Alta,"A imagem mostra claramente uma interface água/terra com águas oceânicas turquesas e costa natural, sem presença de infraestrutura portuária organizada. As coordenadas confirmam localização em San Francisco próximo ao oceano, e o monitoramento intensivo SAR pode estar relacionado ao monitoramento costeiro ou mudanças erosivas naturais.",6,2024-11-12,2024-11-24,capella-13,"Esri Satellite tile (37.80,-122.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-11/capella-open-data-2024-11-12/CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042/CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042.json,CAPELLA_C13_SP_GEO_HH_20241112185032_20241112185042,True,
-30.8,121.5,"Boulder, Western Australia, Australia",Área de Mineração,Alta,"A imagem mostra claramente uma grande operação de mineração a céu aberto com crateras escavadas, pilhas de rejeito organizadas em terraços, e estradas de acesso. A localização em Kalgoorlie-Boulder, Western Australia, é uma região historicamente conhecida pela mineração de ouro, confirmando a classificação visual.",4,2023-04-21,2023-05-16,capella-8,"Esri Satellite tile (-30.80,121.50)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-04/capella-open-data-2023-04-21/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415/CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415.json,CAPELLA_C08_SP_GEO_HH_20230421135351_20230421135415,True,
-28.8,122.4,"Laverton, Western Australia, Australia",Área de Mineração,Alta,"As tags OSM confirmam explicitamente 'landuse=quarry, industrial=mine' na região. A imagem satelital mostra estruturas industriais características de mineração com grandes áreas de processamento e a localização na costa oeste da Austrália (região de Laverton, WA) é conhecida por atividade mineradora intensiva.",4,2023-10-17,2023-11-16,capella-10,"Esri Satellite tile (-28.80,122.40)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-10/capella-open-data-2023-10-17/CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846/CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846.json,CAPELLA_C10_SP_GEO_HH_20231017061809_20231017061846,True,"Área de Mineração: landuse=quarry,industrial=mine"
-20.7,121.7,"Western Australia, Australia",Área de Mineração,Alta,"A imagem revela claramente estruturas lineares paralelas características de operações de mineração a céu aberto, com padrões de escavação e movimentação de terra típicos de minas. A localização em Telfer, região de Pilbara na Austrália Ocidental, é conhecida por intensa atividade mineradora. O monitoramento SAR de alta resolução (0.325m) com múltiplas plataformas confirma o interesse em acompanhar operações de grande escala.",4,2023-09-01,2023-09-13,"capella-10, capella-9","Esri Satellite tile (-20.70,121.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2023/capella-open-data-2023-09/capella-open-data-2023-09-01/CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715/CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715.json,CAPELLA_C10_SP_GEO_HH_20230901170639_20230901170715,True,
34.1,-118.7,"Unincorporated Santa Monica Mountains, California, United States",Base Militar,Alta,"As tags OSM confirmam presença militar (military=historic, military=bunker, landuse=military) na região. O monitoramento SAR intensivo (4 imagens em 2 dias) com alta resolução (0.27m) indica atividade de segurança nacional. A localização em área montanhosa isolada de Los Angeles é consistente com instalações militares históricas ou ativas.",4,2024-12-11,2024-12-14,capella-13,"Esri Satellite tile (34.10,-118.70)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2024/capella-open-data-2024-12/capella-open-data-2024-12-11/CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738/CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738.json,CAPELLA_C13_SP_GEO_HH_20241211094727_20241211094738,True,"Base Militar: military=historic,military=bunker,landuse=military; Agricultura / Desmatamento: landuse=orchard,landuse=vineyard,landuse=farmland"
34.1,-118.2,"Los Angeles, California, United States",Zona Urbana,Alta,"A imagem revela claramente uma densa malha urbana residencial com ruas organizadas em grid e vegetação intercalada, característico de subúrbios de Los Angeles. Embora a localização seja uma cidade portuária conhecida, a área específica de Highland Park não apresenta infraestrutura portuária visível, sendo predominantemente residencial. O monitoramento SAR intensivo com alta resolução sugere interesse em mudanças urbanas ou desenvolvimento imobiliário na região.",4,2025-08-30,2025-09-02,capella-13,"Esri Satellite tile (34.10,-118.20)",Satélite Esri (fallback),https://radiantearth.github.io/stac-browser/#/external/capella-open-data.s3.amazonaws.com/stac/capella-open-data-by-datetime/capella-open-data-2025/capella-open-data-2025-08/capella-open-data-2025-08-30/CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509/CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509.json,CAPELLA_C13_SP_GEO_HH_20250830031430_20250830031509,True,
